%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1505402119133292466,16921,1505402119133084452,ardrone_base_link,-0.0214017387587,-0.00762880843285,-0.905478352337,0.423783813175,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000554170459509,-0.00108835753053,-8.3455699496e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185637499392,0.112506435625,9.28455245495,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119138680183,16922,1505402119138543945,ardrone_base_link,-0.0214095735584,-0.00763269245978,-0.905474513557,0.423791549544,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000904075801373,-0.00141736399382,-2.15248437598e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.186126668006,0.112386060134,9.28455712795,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119143209810,16923,1505402119142977259,ardrone_base_link,-0.0214095735584,-0.00763269245978,-0.905474513557,0.423791549544,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00125360861421,0.000453351996839,-0.000141819997225,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185675850883,0.112510615773,9.28455245495,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119148188734,16924,1505402119148016526,ardrone_base_link,-0.0214095064781,-0.00763288061626,-0.905470789055,0.423799507237,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000626944005489,-4.86690587422e-05,-0.000203229370527,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185950809717,0.112935649231,9.28455712795,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119153584754,16925,1505402119153484308,ardrone_base_link,-0.0214211075159,-0.00762867860966,-0.905470684776,0.423799219475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00087833404541,0.000572754070163,-0.000552570039872,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185166548193,0.0985815221444,9.2846336484,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119158213711,16926,1505402119158068771,ardrone_base_link,-0.0214210414868,-0.00762886401512,-0.90546701664,0.423807056564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000398725271225,-7.09760934114e-05,-0.000297094346024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185149699822,0.0808996045962,9.28471542597,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119163665925,16927,1505402119163299588,ardrone_base_link,-0.0214247399116,-0.00762096230005,-0.90546708318,0.423806869613,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000221025198698,-0.000461804680526,0.000345798092894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185350182652,0.0623874530196,9.28481122255,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119168465873,16928,1505402119168265976,ardrone_base_link,-0.0214362720991,-0.00761694802409,-0.905463254199,0.423814539199,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00033857676317,7.24829733372e-05,0.000568296294659,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185415020585,0.0499548889697,9.28488248587,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119176142939,16929,1505402119175948947,ardrone_base_link,-0.0214362061714,-0.0076171335608,-0.90545958593,0.423822376224,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.0010220259428,-0.000329934991896,0.000729111314286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185832195729,0.0752273168415,9.28474404812,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119179127901,16930,1505402119178949201,ardrone_base_link,-0.0214399047851,-0.00760923179283,-0.905459652369,0.423822189138,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000446870923042,0.000267550349236,0.000217286054976,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.170595737919,0.0819662725553,9.28461962938,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119186875426,16931,1505402119186574922,ardrone_base_link,-0.0214361392279,-0.00761732195134,-0.905455861157,0.423830333786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000635251402855,-0.000114171765745,-0.000282691791654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.151952295005,0.117567892373,9.28429427147,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
