%time,field.header.seq,field.header.stamp,field.header.frame_id,field.vector.x,field.vector.y,field.vector.z
1505402119742719547,17041,1505402119742413657,ardrone_base_link,-0.304114371538,-0.456171542406,-0.836314499378
1505402119746362294,17042,1505402119746174644,ardrone_base_link,-0.157622084022,-0.472866237164,-0.866921424866
1505402119763506042,17043,1505402119763287924,ardrone_base_link,-0.157622084022,-0.472866237164,-0.866921424866
1505402119765022796,17044,1505402119764746675,ardrone_base_link,-0.121045514941,-0.605227589607,-0.786795854568
1505402119765027209,17045,1505402119764769731,ardrone_base_link,-0.121045514941,-0.605227589607,-0.786795854568
1505402119773583615,17046,1505402119773365355,ardrone_base_link,-0.279553055763,-0.678914606571,-0.678914606571
1505402119782406468,17047,1505402119782108253,ardrone_base_link,-0.279553055763,-0.678914606571,-0.678914606571
1505402119782409430,17048,1505402119782163754,ardrone_base_link,-0.287347882986,-0.574695765972,-0.766261041164
1505402119782412874,17049,1505402119782210347,ardrone_base_link,-0.287347882986,-0.574695765972,-0.766261041164
1505402119786681880,17050,1505402119786516499,ardrone_base_link,-0.239731654525,-0.527409613132,-0.815087616444
1505402119792079709,17051,1505402119791921970,ardrone_base_link,-0.239731654525,-0.527409613132,-0.815087616444
1505402119796809916,17052,1505402119796603807,ardrone_base_link,-0.129219144583,-0.559949636459,-0.818387925625
1505402119801690018,17053,1505402119801491288,ardrone_base_link,-0.129219144583,-0.559949636459,-0.818387925625
1505402119807327422,17054,1505402119807084683,ardrone_base_link,-0.348366498947,-0.627059698105,-0.696732997894
1505402119813184455,17055,1505402119813019962,ardrone_base_link,-0.348366498947,-0.627059698105,-0.696732997894
1505402119817324709,17056,1505402119817118772,ardrone_base_link,-0.239731654525,-0.527409613132,-0.815087616444
1505402119821900954,17057,1505402119821650008,ardrone_base_link,-0.239731654525,-0.527409613132,-0.815087616444
1505402119826873727,17058,1505402119826651687,ardrone_base_link,-0.282138228416,-0.564276456833,-0.775880157948
1505402119831792635,17059,1505402119831605862,ardrone_base_link,-0.282138228416,-0.564276456833,-0.775880157948
1505402119838477877,17060,1505402119838273871,ardrone_base_link,-0.259160518646,-0.431934207678,-0.863868415356
1505402119844032633,17061,1505402119843761203,ardrone_base_link,-0.259160518646,-0.431934207678,-0.863868415356
1505402119847192896,17062,1505402119847007394,ardrone_base_link,-0.3292927742,-0.548821270466,-0.768349826336
1505402119852525269,17063,1505402119852023679,ardrone_base_link,-0.3292927742,-0.548821270466,-0.768349826336
1505402119858623266,17064,1505402119858380644,ardrone_base_link,-0.53469222784,-0.392107665539,-0.748569130898
1505402119862246249,17065,1505402119861890624,ardrone_base_link,-0.53469222784,-0.392107665539,-0.748569130898
1505402119867589815,17066,1505402119867376272,ardrone_base_link,-0.383482515812,-0.613572001457,-0.690268516541
1505402119872716358,17067,1505402119872509164,ardrone_base_link,-0.383482515812,-0.613572001457,-0.690268516541
1505402119880191336,17068,1505402119879731908,ardrone_base_link,-0.125546082854,-0.460335671902,-0.878822624683
1505402119882047591,17069,1505402119881857758,ardrone_base_link,-0.125546082854,-0.460335671902,-0.878822624683
1505402119887738373,17070,1505402119887386518,ardrone_base_link,-0.179143592715,-0.537430763245,-0.824060499668
1505402119892603680,17071,1505402119892449659,ardrone_base_link,-0.179143592715,-0.537430763245,-0.824060499668
1505402119897224689,17072,1505402119897088122,ardrone_base_link,-0.250801026821,-0.752403080463,-0.609088182449
1505402119905925860,17073,1505402119905745139,ardrone_base_link,-0.250801026821,-0.752403080463,-0.609088182449
1505402119910794557,17074,1505402119910579200,ardrone_base_link,-0.272681295872,-0.50640809536,-0.818043828011
1505402119913345438,17075,1505402119913065512,ardrone_base_link,-0.272681295872,-0.50640809536,-0.818043828011
1505402119917973813,17076,1505402119917563289,ardrone_base_link,-0.264764308929,-0.718645989895,-0.642999053001
1505402119926104659,17077,1505402119925890015,ardrone_base_link,-0.264764308929,-0.718645989895,-0.642999053001
1505402119927537435,17078,1505402119927383961,ardrone_base_link,-0.332580029964,-0.617648661137,-0.712671518326
1505402119932348244,17079,1505402119932213906,ardrone_base_link,-0.332580029964,-0.617648661137,-0.712671518326
1505402119937897540,17080,1505402119937747250,ardrone_base_link,-0.419590681791,-0.503508806229,-0.755263209343
1505402119943019032,17081,1505402119942769833,ardrone_base_link,-0.419590681791,-0.503508806229,-0.755263209343
1505402119947534996,17082,1505402119947364635,ardrone_base_link,-0.215365245938,-0.646095752716,-0.732241868973
1505402119952483182,17083,1505402119952343280,ardrone_base_link,-0.215365245938,-0.646095752716,-0.732241868973
1505402119957510948,17084,1505402119957359989,ardrone_base_link,-0.315244168043,-0.630488336086,-0.709299385548
1505402119965260739,17085,1505402119964916904,ardrone_base_link,-0.315244168043,-0.630488336086,-0.709299385548
1505402119967840234,17086,1505402119967554309,ardrone_base_link,-0.472866237164,-0.394055187702,-0.788110375404
1505402119972972644,17087,1505402119972784530,ardrone_base_link,-0.472866237164,-0.394055187702,-0.788110375404
1505402119977706155,17088,1505402119977528782,ardrone_base_link,-0.324442833662,-0.486664265394,-0.811107099056
1505402119983521131,17089,1505402119983150724,ardrone_base_link,-0.324442833662,-0.486664265394,-0.811107099056
1505402119987737545,17090,1505402119987522965,ardrone_base_link,-0.311399579048,-0.544949233532,-0.77849894762
1505402119992801686,17091,1505402119992630142,ardrone_base_link,-0.311399579048,-0.544949233532,-0.77849894762
1505402119997764116,17092,1505402119997585956,ardrone_base_link,-0.392107665539,-0.53469222784,-0.748569130898
1505402120010102496,17093,1505402120009854547,ardrone_base_link,-0.392107665539,-0.53469222784,-0.748569130898
1505402120011911006,17094,1505402120011736089,ardrone_base_link,-0.198418959975,-0.515889286995,-0.833359599113
1505402120018008340,17095,1505402120017886488,ardrone_base_link,-0.198418959975,-0.515889286995,-0.833359599113
1505402120018152283,17096,1505402120018061240,ardrone_base_link,-0.212238192558,-0.551819264889,-0.806505084038
1505402120022999081,17097,1505402120022714823,ardrone_base_link,-0.212238192558,-0.551819264889,-0.806505084038
1505402120028364564,17098,1505402120028167407,ardrone_base_link,-0.181818187237,-0.54545456171,-0.818181812763
1505402120033134658,17099,1505402120032919805,ardrone_base_link,-0.181818187237,-0.54545456171,-0.818181812763
1505402120040345627,17100,1505402120040160003,ardrone_base_link,-0.211079269648,-0.492518275976,-0.84431707859
1505402120043201427,17101,1505402120042922470,ardrone_base_link,-0.211079269648,-0.492518275976,-0.84431707859
1505402120048594999,17102,1505402120048421891,ardrone_base_link,-0.224230527878,-0.523204565048,-0.822178602219
1505402120053267313,17103,1505402120053101637,ardrone_base_link,-0.224230527878,-0.523204565048,-0.822178602219
1505402120058727329,17104,1505402120058604437,ardrone_base_link,-0.239731654525,-0.527409613132,-0.815087616444
